-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0002622	Amnesia		3%	0.03	0.03
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0002622	Amnesia		4%	0.04	0.04
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0002622	Amnesia		6%	0.06	0.06
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0002622	Amnesia	placebo	0%	0	0
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0002622	Amnesia	placebo	2%	0.02	0.02
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0003467	Anxiety		2%	0.02	0.02
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0003467	Anxiety	placebo	1%	0.01	0.01
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusion		0%	0	0
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusion		1%	0.01	0.01
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusion		2%	0.02	0.02
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusion		3%	0.03	0.03
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusion		5%	0.05	0.05
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusion		7%	0.07	0.07
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusion	placebo	0%	0	0
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusion	placebo	1%	0.01	0.01
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusion	placebo	2%	0.02	0.02
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusional state		0%	0	0
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusional state		2%	0.02	0.02
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusional state		3%	0.03	0.03
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusional state		4%	0.04	0.04
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0009676	Confusional state	placebo	0%	0	0
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness		11%	0.11	0.11
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness		18%	0.18	0.18
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness		23%	0.23	0.23
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness		29%	0.29	0.29
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness		31%	0.31	0.31
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness		37%	0.37	0.37
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness		38%	0.38	0.38
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness		43%	0.43	0.43
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness		45%	0.45	0.45
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness		8%	0.08	0.08
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness		9%	0.09	0.09
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness	placebo	11%	0.11	0.11
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness	placebo	5%	0.05	0.05
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0012833	Dizziness	placebo	9%	0.09	0.09
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence		11%	0.11	0.11
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence		12%	0.12	0.12
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence		13%	0.13	0.13
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence		16%	0.16	0.16
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence		18%	0.18	0.18
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence		22%	0.22	0.22
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence		25%	0.25	0.25
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence		28%	0.28	0.28
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence		4%	0.04	0.04
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence		6%	0.06	0.06
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence		8%	0.08	0.08
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence	placebo	11%	0.11	0.11
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence	placebo	3%	0.03	0.03
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence	placebo	4%	0.04	0.04
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0013144	Somnolence	placebo	5%	0.05	0.05
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0015170	Euphoria		0%	0	0
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0015170	Euphoria		2%	0.02	0.02
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0015170	Euphoria		3%	0.03	0.03
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0015170	Euphoria	placebo	0%	0	0
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233414	Disturbance in attention		4%	0.04	0.04
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233414	Disturbance in attention		6%	0.06	0.06
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233414	Disturbance in attention	placebo	1%	0.01	0.01
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking Abnormal		4%	0.04	0.04
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking Abnormal		8%	0.08	0.08
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking Abnormal		9%	0.09	0.09
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking Abnormal	placebo	2%	0.02	0.02
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking abnormal		0%	0	0
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking abnormal		1%	0.01	0.01
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking abnormal		2%	0.02	0.02
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking abnormal		3%	0.03	0.03
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking abnormal		4%	0.04	0.04
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking abnormal		6%	0.06	0.06
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking abnormal		8%	0.08	0.08
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking abnormal		9%	0.09	0.09
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking abnormal	placebo	0%	0	0
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233632	Thinking abnormal	placebo	2%	0.02	0.02
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233794	Memory impairment		1%	0.01	0.01
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233794	Memory impairment		3%	0.03	0.03
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233794	Memory impairment		4%	0.04	0.04
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0233794	Memory impairment	placebo	0%	0	0
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0235146	Euphoric Mood		2%	0.02	0.02
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0235146	Euphoric Mood		5%	0.05	0.05
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0235146	Euphoric Mood		6%	0.06	0.06
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0235146	Euphoric Mood		7%	0.07	0.07
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0235146	Euphoric Mood	placebo	1%	0.01	0.01
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0522172	Feeling drunk		1%	0.01	0.01
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0522172	Feeling drunk		2%	0.02	0.02
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0522172	Feeling drunk	placebo	0%	0	0
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C1443060	Feeling abnormal		1%	0.01	0.01
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C1443060	Feeling abnormal		2%	0.02	0.02
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C1443060	Feeling abnormal		3%	0.03	0.03
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C1443060	Feeling abnormal	placebo	0%	0	0
-125889	6eqb9tZNJKk=	C0009676	confusional state		postmarketing	0	0.001
-125889	6eqb9tZNJKk=	C0012833	Dizziness		postmarketing	0	0.001
-125889	6eqb9tZNJKk=	C0012833	dizziness		postmarketing	0	0.001
-125889	6eqb9tZNJKk=	C0013144	Somnolence		postmarketing	0	0.001
-125889	6eqb9tZNJKk=	C0013144	somnolence		postmarketing	0	0.001
-125889	6eqb9tZNJKk=	C0015170	euphoria		postmarketing	0	0.001
-125889	6eqb9tZNJKk=	C0233794	memory impairment		postmarketing	0	0.001
-125889	6eqb9tZNJKk=	C1443060	feeling abnormal		postmarketing	0	0.001
-125889	GpYeYpdqZRc=	C0009676	confusional state		postmarketing	0	0.001
-125889	GpYeYpdqZRc=	C0012833	Dizziness		postmarketing	0	0.001
-125889	GpYeYpdqZRc=	C0012833	dizziness		postmarketing	0	0.001
-125889	GpYeYpdqZRc=	C0013144	Somnolence		postmarketing	0	0.001
-125889	GpYeYpdqZRc=	C0013144	somnolence		postmarketing	0	0.001
-125889	GpYeYpdqZRc=	C0015170	euphoria		postmarketing	0	0.001
-125889	GpYeYpdqZRc=	C0233794	memory impairment		postmarketing	0	0.001
-125889	GpYeYpdqZRc=	C1443060	feeling abnormal		postmarketing	0	0.001
-125889	hBo37%2FTHeQU=	C0009676	confusional state		postmarketing	0	0.001
-125889	hBo37%2FTHeQU=	C0012833	Dizziness		postmarketing	0	0.001
-125889	hBo37%2FTHeQU=	C0012833	dizziness		postmarketing	0	0.001
-125889	hBo37%2FTHeQU=	C0013144	Somnolence		postmarketing	0	0.001
-125889	hBo37%2FTHeQU=	C0013144	somnolence		postmarketing	0	0.001
-125889	hBo37%2FTHeQU=	C0015170	euphoria		postmarketing	0	0.001
-125889	hBo37%2FTHeQU=	C0233794	memory impairment		postmarketing	0	0.001
-125889	hBo37%2FTHeQU=	C1443060	feeling abnormal		postmarketing	0	0.001
-125889	tT4q2+3LoZM=	C0009676	confusional state		postmarketing	0	0.001
-125889	tT4q2+3LoZM=	C0012833	Dizziness		postmarketing	0	0.001
-125889	tT4q2+3LoZM=	C0012833	dizziness		postmarketing	0	0.001
-125889	tT4q2+3LoZM=	C0013144	Somnolence		postmarketing	0	0.001
-125889	tT4q2+3LoZM=	C0013144	somnolence		postmarketing	0	0.001
-125889	tT4q2+3LoZM=	C0015170	euphoria		postmarketing	0	0.001
-125889	tT4q2+3LoZM=	C0233794	memory impairment		postmarketing	0	0.001
-125889	tT4q2+3LoZM=	C1443060	feeling abnormal		postmarketing	0	0.001
-125889	tYDoQh7dc6c=	C0009676	confusional state		postmarketing	0	0.001
-125889	tYDoQh7dc6c=	C0012833	Dizziness		postmarketing	0	0.001
-125889	tYDoQh7dc6c=	C0012833	dizziness		postmarketing	0	0.001
-125889	tYDoQh7dc6c=	C0013144	Somnolence		postmarketing	0	0.001
-125889	tYDoQh7dc6c=	C0013144	somnolence		postmarketing	0	0.001
-125889	tYDoQh7dc6c=	C0015170	euphoria		postmarketing	0	0.001
-125889	tYDoQh7dc6c=	C0233794	memory impairment		postmarketing	0	0.001
-125889	tYDoQh7dc6c=	C1443060	feeling abnormal		postmarketing	0	0.001
-1302	020353s016lbl	C0338656	cognitive dysfunction		postmarketing	0	0.001
-1302	20070509_14496afb-a541-4b01-a672-fcd411292b8d	C0338656	cognitive dysfunction		postmarketing	0	0.001
