CombiPatch	estradiol/norethindrone acetate transdermal system	combination		http://www.fda.gov/medwatch/SAFETY/2004/jun_PI/CombiPatch_PI.pdf	2004_-_jun_PI_-_CombiPatch_PI
Halog Solution	halcinonide topical solution, USP	combination		http://www.fda.gov/medwatch/SAFETY/2004/sep_PI/Halog_Solution_PI.pdf	2004_-_sep_PI_-_Halog_Solution_PI
Myoview	Kit for the Preparation of Technetium Tc99m Tetrofosmin for Injection	not found		http://www.fda.gov/medwatch/SAFETY/2003/03NOV_PI/Myoview_PI.pdf	2003_-_03NOV_PI_-_Myoview_PI
Myoview	Kit for the Preparation of Technetium Tc99m Tetrofosmin	not found		http://www.fda.gov/cder/foi/label/2003/20372se1-013_myoview_lbl.pdf	20372se1-013_myoview_lbl
Cardiolite Kit for the Preparation of Technetium Tc99m Sestamibi for Injection Prescribing Information	in new labeling format	not found		http://www.fda.gov/medwatch/SAFETY/2008/Apr_PI/CardioliteKit_PI.pdf	2008_-_Apr_PI_-_CardioliteKit_PI
Truvada	emtricitabine and tenofovir disoproxil fumarate	combination		http://www.fda.gov/medwatch/SAFETY/2007/May_PI/Truvada_PI.pdf	2007_-_May_PI_-_Truvada_PI
Truvada	emtricitabine and tenofovir disoproxil fumarate	combination		http://www.fda.gov/medwatch/SAFETY/2006/Mar PIs/Truvada_PI.pdf	2006_-_Mar PIs_-_Truvada_PI
Truvada	emtricitabine and tenofovir disoproxil fumarate	combination		http://www.fda.gov/medwatch/SAFETY/2005/Oct_PI/Truvada_PI.pdf	2005_-_Oct_PI_-_Truvada_PI
Zosyn	piperacillin and tazobactam injection	combination		http://www.fda.gov/medwatch/SAFETY/2008/Apr_PI/Zosyn_Galaxy_PI.pdf	2008_-_Apr_PI_-_Zosyn_Galaxy_PI
Zosyn	piperacillin and tazobactam for injection	combination		http://www.fda.gov/medwatch/SAFETY/2008/Apr_PI/ZosynVials_PI.pdf	2008_-_Apr_PI_-_ZosynVials_PI
Zosyn	piperacillin and tazobactam for injection	combination		http://www.fda.gov/medwatch/SAFETY/2008/Apr_PI/ZosynPharmacyBulk_PI.pdf	2008_-_Apr_PI_-_ZosynPharmacyBulk_PI
Zosyn	piperacillin and tazobactam for injection	combination		http://www.fda.gov/medwatch/SAFETY/2005/Sep_PI/Zosyn_PI.pdf	2005_-_Sep_PI_-_Zosyn_PI
Zosyn	piperacillin and tazobactam for injection	combination		http://www.fda.gov/medwatch/SAFETY/2005/Mar_PI/Zosyn_PI.pdf	2005_-_Mar_PI_-_Zosyn_PI
Zosyn	piperacillin and tazobactam for injection	combination		http://www.fda.gov/medwatch/SAFETY/2005/Jun_PI/Zosyn_PI.pdf	2005_-_Jun_PI_-_Zosyn_PI
Zosyn	piperacillin and tazobactam	combination		http://www.fda.gov/medwatch/SAFETY/2003/03May_PI/Zosyn_PI.pdf	2003_-_03May_PI_-_Zosyn_PI
Detrol LA	tolterodine tartrate extended release capsules		5512	http://www.fda.gov/medwatch/SAFETY/2007/Mar_PI/DetrolLA_PI.pdf	2007_-_Mar_PI_-_DetrolLA_PI
Lopressor HCT	metoprolol tartrate USP and hydrochlorothiazide USP	combination		http://www.fda.gov/medwatch/SAFETY/2008/Jan_PI/LopressorHCT_PI.pdf	2008_-_Jan_PI_-_LopressorHCT_PI
Detrol LA	tolterodine tartrate		5512	http://www.fda.gov/medwatch/SAFETY/2004/jan_PI/Detrol_LA_PI.pdf	2004_-_jan_PI_-_Detrol_LA_PI
Detrol LA	tolterodine tartrate		5512	http://www.fda.gov/medwatch/SAFETY/2004/apr_PI/Detrol_LA_PI.pdf	2004_-_apr_PI_-_Detrol_LA_PI
Stadol NS	butorphanol tartrate		2487	http://www.fda.gov/cder/foi/label/2002/19890s17lbl.pdf	19890s17lbl
Amoxil	amoxicillin capsules, tablets, chewable tablets, and powder for oral suspension	combination		http://www.fda.gov/medwatch/SAFETY/2008/Mar_PI/Amoxil_PI.pdf	2008_-_Mar_PI_-_Amoxil_PI
Amoxil	amoxicillin capsules, tablets, chewable tablets, and powder for oral suspension	combination		http://www.fda.gov/medwatch/SAFETY/2008/Jun_PI/Amoxil_PI.pdf	2008_-_Jun_PI_-_Amoxil_PI
Amoxil	amoxicillin capsules, tablets, chewable tablets, and powder for oral suspension	combination		http://www.fda.gov/medwatch/SAFETY/2006/Jan_PI/Amoxil_PI.pdf	2006_-_Jan_PI_-_Amoxil_PI
Amoxil	amoxicillin capsules, tablets, chewable tablets, and powder for oral suspension	combination		http://www.fda.gov/medwatch/SAFETY/2004/jul_PI/Amoxil_PI.pdf	2004_-_jul_PI_-_Amoxil_PI
Amoxil	amoxicillin capsules, tablets, chewable tablets and powder for oral suspension	combination		http://www.fda.gov/medwatch/SAFETY/2003/03DEC_PI/Amoxil_PI.pdf	2003_-_03DEC_PI_-_Amoxil_PI
Biaxin Filmtab	clarithromycin tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2008/May_PI/Biaxin_PI.pdf	2008_-_May_PI_-_Biaxin_PI
Premarin	conjugated estrogens tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2008/Mar_PI/PremarinTabs_PI.pdf	2008_-_Mar_PI_-_PremarinTabs_PI
Moban	molindone hydrochloride tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2008/Mar_PI/Moban_PI.pdf	2008_-_Mar_PI_-_Moban_PI
Lopressor	metoprolol tartrate tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2008/Jan_PI/Lopressor_PI.pdf	2008_-_Jan_PI_-_Lopressor_PI
Synthroid	levothyroxine sodium tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2008/Apr_PI/Synthroid_PI.pdf	2008_-_Apr_PI_-_Synthroid_PI
Desoxyn	methamphetamine hydrochloride tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2007/May_PI/Desoxyn_PI.pdf	2007_-_May_PI_-_Desoxyn_PI
Nardil	phenelzine sulfate tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2007/Feb_PI/Nardil_PI.pdf	2007_-_Feb_PI_-_Nardil_PI
Premarin	conjugated estrogens tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2006/Apr_PIs/Premarin_PI.pdf	2006_-_Apr_PIs_-_Premarin_PI
Desoxyn	methamphetamine HCl tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2006/Apr_PIs/Desoxyn_PI.pdf	2006_-_Apr_PIs_-_Desoxyn_PI
Nardil	phenelzine sulfate tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2005/Feb_PI/Nardil_PI.pdf	2005_-_Feb_PI_-_Nardil_PI
Florinef	fludrocortisone acetate tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2004/jun_PI/FlorineF_PI.pdf	2004_-_jun_PI_-_FlorineF_PI
Biaxin Filmtab	clarithromycin tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2004/jul_PI/Biaxin_PI.pdf	2004_-_jul_PI_-_Biaxin_PI
Premarin	conjugated estrogens tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2004/apr_PI/Premarin_tabs_PI.pdf	2004_-_apr_PI_-_Premarin_tabs_PI
Megace	megestrol acetate tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2003/03Jan_labels/Megace_PI.pdf	2003_-_03Jan_labels_-_Megace_PI
Levo-T	levothyroxine sodium tablets, USP	combination		http://www.fda.gov/cder/foi/label/2003/21342scs002_levoT_lbl.pdf	21342scs002_levoT_lbl
Levo-T	levothyroxine sodium tablets, USP	combination		http://www.fda.gov/cder/foi/label/2002/21342lbl.pdf	21342lbl
Flumadine	rimantadine hydrochloride tablets and syrup	combination		http://www.fda.gov/medwatch/SAFETY/2007/Mar_PI/Flumadine_PI.pdf	2007_-_Mar_PI_-_Flumadine_PI
Novothyrox	levothyroxine sodium tablets , USP	combination		http://www.fda.gov/cder/foi/label/2002/21292lbl.pdf	21292lbl
Advicor	niacin extended-release/lovastatin tablets	combination		http://www.fda.gov/medwatch/SAFETY/2007/Apr_PI/Advicor_PI.pdf	2007_-_Apr_PI_-_Advicor_PI
Activella	estradiol/norethindrone acetate tablets	combination		http://www.fda.gov/medwatch/SAFETY/2005/Jun_PI/Activella_PI.pdf	2005_-_Jun_PI_-_Activella_PI
Ultracet	tramadol hydrochloride/acetaminophen tablets	combination		http://www.fda.gov/medwatch/SAFETY/2004/apr_PI/Ultracet_PI.pdf	2004_-_apr_PI_-_Ultracet_PI
Niaspan	niacin extended-release tablets		937	http://www.fda.gov/medwatch/SAFETY/2005/Jun_PI/Niaspan_PI.pdf	2005_-_Jun_PI_-_Niaspan_PI
Parnate	tranylcypromine sulfate tablets		5530	http://www.fda.gov/medwatch/SAFETY/2006/Jan_PI/Parnate_PI.pdf	2006_-_Jan_PI_-_Parnate_PI
Ultram	tramadol hydrochloride tablets		5523	http://www.fda.gov/medwatch/SAFETY/2004/apr_PI/Ultram_PI.pdf	2004_-_apr_PI_-_Ultram_PI
Detrol	tolterodine tartrate tablets		5512	http://www.fda.gov/medwatch/SAFETY/2007/Mar_PI/Detrol_PI.pdf	2007_-_Mar_PI_-_Detrol_PI
Detrol	tolterodine tartrate tablets		5512	http://www.fda.gov/medwatch/SAFETY/2006/Mar PIs/Detrol_PI.pdf	2006_-_Mar PIs_-_Detrol_PI
Detrol	tolterodine tartrate tablets		5512	http://www.fda.gov/medwatch/SAFETY/2005/Oct_PI/Detrol_PI.pdf	2005_-_Oct_PI_-_Detrol_PI
Detrol	tolterodine tartrate tablets		5512	http://www.fda.gov/medwatch/SAFETY/2003/03Jul_PI/Detrol_PI.pdf	2003_-_03Jul_PI_-_Detrol_PI
Detrol	tolterodine tartrate tablets		5512	http://www.fda.gov/medwatch/SAFETY/2003/03Jul_PI/DetrolLA_PI.pdf	2003_-_03Jul_PI_-_DetrolLA_PI
Biaxin Filmtab	clarithromycin tablets		54688	http://www.fda.gov/medwatch/SAFETY/2005/Oct_PI/Biaxin_PI.pdf	2005_-_Oct_PI_-_Biaxin_PI
Lamisil	terbinafine hydrochloride tablets		5402	http://www.fda.gov/medwatch/SAFETY/2004/jan_PI/Lamisil_PI.pdf	2004_-_jan_PI_-_Lamisil_PI
Actonel	risedronate sodium tablets		5245	http://www.fda.gov/medwatch/SAFETY/2007/Apr_PI/Actonel_PI.pdf	2007_-_Apr_PI_-_Actonel_PI
Actonel	risedronate sodium tablets		5245	http://www.fda.gov/medwatch/SAFETY/2006/Jan_PI/Actonel_PI.pdf	2006_-_Jan_PI_-_Actonel_PI
Actonel	risedronate sodium tablets		5245	http://www.fda.gov/medwatch/SAFETY/2005/Sep_PI/Actonel_PI.pdf	2005_-_Sep_PI_-_Actonel_PI
Floxin Tablets	ofloxacin tablets		4583	http://www.fda.gov/medwatch/SAFETY/2007/May_PI/Floxin_PI.pdf	2007_-_May_PI_-_Floxin_PI
Ritalin	methylphenidate HCl tablets		4158	http://www.fda.gov/medwatch/SAFETY/2004/may_PI/Ritalin_PI.pdf	2004_-_may_PI_-_Ritalin_PI
Glucophage	metformin HCl tablets		4091	http://www.fda.gov/medwatch/SAFETY/2004/mar_PI/Glucophage_PI.pdf	2004_-_mar_PI_-_Glucophage_PI
Cozaar	losartan potassium tablets		3961	http://www.fda.gov/medwatch/SAFETY/2006/Mar PIs/Cozaar_PI.pdf	2006_-_Mar PIs_-_Cozaar_PI
Hyzaar	losartan potassium-hydrochlorothiazide tablets		3961	http://www.fda.gov/medwatch/SAFETY/2006/Apr_PIs/Hyzaar_PI.pdf	2006_-_Apr_PIs_-_Hyzaar_PI
Hyzaar	losartan potassium-hydrochlorothiazide tablets		3961	http://www.fda.gov/medwatch/SAFETY/2005/APR_PI/Hyzaar_PI.pdf	2005_-_APR_PI_-_Hyzaar_PI
Cozaar	losartan potassium tablets		3961	http://www.fda.gov/medwatch/SAFETY/2005/APR_PI/Cozaar_PI.pdf	2005_-_APR_PI_-_Cozaar_PI
Cozaar	losartan potassium tablets		3961	http://www.fda.gov/medwatch/SAFETY/2004/mar_PI/Cozaar_PI.pdf	2004_-_mar_PI_-_Cozaar_PI
Maxaquin	lomefloxacin hydrochloride tablets		3948	http://www.fda.gov/medwatch/SAFETY/2005/Mar_PI/Maxaquin_PI.pdf	2005_-_Mar_PI_-_Maxaquin_PI
Maxaquin	lomefloxacin hydrochloride tablets		3948	http://www.fda.gov/medwatch/SAFETY/2004/mar_PI/Maxaquin_PI.pdf	2004_-_mar_PI_-_Maxaquin_PI
Toradol	ketorolac tromethamine tablets		3826	http://www.fda.gov/medwatch/SAFETY/2007/Nov_PI/Toradol_PI.pdf	2007_-_Nov_PI_-_Toradol_PI
Toradol	ketorolac tromethamine tablets		3826	http://www.fda.gov/medwatch/SAFETY/2007/Jan_PI/Toradol_PI.pdf	2007_-_Jan_PI_-_Toradol_PI
Sarafem	fluoxetine hydrochloride tablets		3386	http://www.fda.gov/medwatch/SAFETY/2007/Nov_PI/Sarafem_PI.pdf	2007_-_Nov_PI_-_Sarafem_PI
Sarafem	fluoxetine hydrochloride tablets		3386	http://www.fda.gov/medwatch/SAFETY/2007/Apr_PI/Sarafem_PI.pdf	2007_-_Apr_PI_-_Sarafem_PI
Periostat	doxycycline hyclate tablets		3161	http://www.fda.gov/medwatch/SAFETY/2004/mar_PI/Periostat_PI.pdf	2004_-_mar_PI_-_Periostat_PI
Aricept	donepezil hydrochloride tablets		3152	http://www.fda.gov/medwatch/SAFETY/2006/Oct_PIs/AriceptTabs_PI.pdf	2006_-_Oct_PIs_-_AriceptTabs_PI
Aricept	 donepezil hydrochloride tablets		3152	http://www.fda.gov/medwatch/SAFETY/2004/may_PI/Aricept_PI.pdf	2004_-_may_PI_-_Aricept_PI
Plavix	clopidogrel bisulfate tablets		2806	http://www.fda.gov/medwatch/SAFETY/2007/May_PI/Plavix_PI.pdf	2007_-_May_PI_-_Plavix_PI
Plavix	clopidogrel bisulfate tablets		2806	http://www.fda.gov/medwatch/SAFETY/2005/Oct_PI/Plavix_PI.pdf	2005_-_Oct_PI_-_Plavix_PI
Plavix	clopidogrel bisulfate tablets		2806	http://www.fda.gov/medwatch/SAFETY/2005/APR_PI/Plavix_PI.pdf	2005_-_APR_PI_-_Plavix_PI
EC-Naprosyn	naproxen delayed-release tablets		1302	http://www.fda.gov/medwatch/SAFETY/2007/Apr_PI/Naprosyn_PI_MedGuide.pdf	2007_-_Apr_PI_-_Naprosyn_PI_MedGuide
Fentora	fentanyl buccal tablet		3345	http://www.fda.gov/medwatch/SAFETY/2008/Feb_PI/Fentora_PI.pdf	2008_-_Feb_PI_-_Fentora_PI
Fentora	fentanyl buccal tablet		3345	http://www.fda.gov/medwatch/SAFETY/2007/Mar_PI/Fentora_PI.pdf	2007_-_Mar_PI_-_Fentora_PI
Fentora	fentanyl buccal tablet		3345	http://www.fda.gov/medwatch/SAFETY/2007/Apr_PI/Fentora_PI.pdf	2007_-_Apr_PI_-_Fentora_PI
Habitrol	nicotine transdermal system		942	http://www.fda.gov/cder/foi/label/2002/20076s21lbl.pdf	20076s21lbl
Habitrol	nicotine transdermal system		942	http://www.fda.gov/cder/foi/label/2002/20076s20lbl.pdf	20076s20lbl
ProStep	nicotine transdermal system		942	http://www.fda.gov/cder/foi/label/2002/19983s16lbl.pdf	19983s16lbl
Androderm	testosterone transdermal system		5408	http://www.fda.gov/medwatch/SAFETY/2006/May_PIs/Androderm_PI.pdf	2006_-_May_PIs_-_Androderm_PI
Striant	testosterone buccal system		5408	http://www.fda.gov/medwatch/SAFETY/2004/nov_PI/Striant_PI.pdf	2004_-_nov_PI_-_Striant_PI
Striant	testosterone buccal system		5408	http://www.fda.gov/cder/foi/label/2003/21543_striant_lbl.pdf	21543_striant_lbl
Oxytrol	oxybutynin transdermal system		4634	http://www.fda.gov/cder/foi/label/2003/21351_oxytrol_lbl.pdf	21351_oxytrol_lbl
Mirena	levonorgestrel-releasing intrauterine system		4542	http://www.fda.gov/medwatch/SAFETY/2008/May_PI/Mirena_PI.pdf	2008_-_May_PI_-_Mirena_PI
Climara	estradiol transdermal system		450	http://www.fda.gov/medwatch/SAFETY/2008/Jan_PI/Climara_PI.pdf	2008_-_Jan_PI_-_Climara_PI
Alora	estradiol transdermal system		450	http://www.fda.gov/medwatch/SAFETY/2005/MAY_PI/Alora_PI.pdf	2005_-_MAY_PI_-_Alora_PI
Climara	estradiol transdermal system		450	http://www.fda.gov/medwatch/SAFETY/2005/Jun_PI/Climara_PI.pdf	2005_-_Jun_PI_-_Climara_PI
Estraderm	 estradiol transdermal system		450	http://www.fda.gov/medwatch/SAFETY/2004/may_PI/Estraderm_PI.pdf	2004_-_may_PI_-_Estraderm_PI
Estraderm	estradiol transdermal system		450	http://www.fda.gov/medwatch/SAFETY/2004/dec_PI/Estraderm_PI.pdf	2004_-_dec_PI_-_Estraderm_PI
Vivelle	estradiol transdermal system		450	http://www.fda.gov/medwatch/SAFETY/2004/aug_PI/Vivelle_PI.pdf	2004_-_aug_PI_-_Vivelle_PI
Vivelle-Dot	estradiol transdermal system		450	http://www.fda.gov/medwatch/SAFETY/2004/aug_PI/Vivelle_DOT_PI.pdf	2004_-_aug_PI_-_Vivelle_DOT_PI
Alora	estradiol transdermal system		450	http://www.fda.gov/medwatch/SAFETY/2003/03NOV_PI/Alora_PI.pdf	2003_-_03NOV_PI_-_Alora_PI
Vivelle-Dot	estradiol transdermal system		450	http://www.fda.gov/cder/foi/label/2004/20538slr019_vivelle_lbl.pdf	20538slr019_vivelle_lbl
Alora	estradiol transdermal system		450	http://www.fda.gov/cder/foi/label/2002/21310lbl.pdf	21310lbl
Alora	estradiol transdermal system		450	http://www.fda.gov/cder/foi/label/2002/20655s8lbl.pdf	20655s8lbl
Vivelle-Dot	estradiol transdermal system		450	http://www.fda.gov/cder/foi/label/2002/20538s12s14s15lbl.pdf	20538s12s14s15lbl
Daytrana	methylphenidate transdermal system		4158	http://www.fda.gov/medwatch/SAFETY/2008/Feb_PI/Daytrana_PI.pdf	2008_-_Feb_PI_-_Daytrana_PI
Daytrana	methylphenidate transdermal system		4158	http://www.fda.gov/medwatch/SAFETY/2007/May_PI/Daytrana_PI.pdf	2007_-_May_PI_-_Daytrana_PI
Duragesic	fentanyl transdermal system		3345	http://www.fda.gov/medwatch/SAFETY/2005/Feb_PI/Duragesic_PI.pdf	2005_-_Feb_PI_-_Duragesic_PI
Econopred	prednisoloneacetate ophthalmic suspension	not found		http://www.fda.gov/medwatch/SAFETY/2003/03APR_PI/Econopred_PI.pdf	2003_-_03APR_PI_-_Econopred_PI
Azopt	brinzolamide ophthalmic suspension		68844	http://www.fda.gov/medwatch/SAFETY/2003/03Jul_PI/Azopt_PI.pdf	2003_-_03Jul_PI_-_Azopt_PI
HMS	medrysone ophthalmic suspension		4043	http://www.fda.gov/cder/foi/label/2002/16624s41lbl.pdf	16624s41lbl
Vexol	rimexolone ophthalmic suspension		39507	http://www.fda.gov/medwatch/SAFETY/2003/03APR_PI/Vexol_PI.pdf	2003_-_03APR_PI_-_Vexol_PI
Maxidex	dexamethasone ophthalmic suspension		3003	http://www.fda.gov/medwatch/SAFETY/2003/03APR_PI/Maxidex_PI.pdf	2003_-_03APR_PI_-_Maxidex_PI
Pulmicort	budesonide inhalation suspension		2462	http://www.fda.gov/cder/foi/label/2003/20929se8-013_pulmicort_lbl.pdf	20929se8-013_pulmicort_lbl
Cortisporin Ointment	neomycin sulfate, polymyxin B sulfate, bacitracin zinc, and hydrocortisone ointment	combination		http://www.fda.gov/medwatch/SAFETY/2003/03NOV_PI/Cortisporin_PI.pdf	2003_-_03NOV_PI_-_Cortisporin_PI
MS Contin	morphine sulfate controlled-release		4253	http://www.fda.gov/medwatch/SAFETY/2007/May_PI/MSContin_PI.pdf	2007_-_May_PI_-_MSContin_PI
Ventolin HFA	albuterol sulfate		2083	http://www.fda.gov/medwatch/SAFETY/2008/Mar_PI/VentolinHFA_PI.pdf	2008_-_Mar_PI_-_VentolinHFA_PI
Bactrim	trimethoprim and sulfamethoxazole	combination		http://www.fda.gov/cder/foi/label/2003/17377slr057_Bactrim_lbl.pdf	17377slr057_Bactrim_lbl
Bactrim	trimethoprim and sulfamethoxazole	combination		http://www.fda.gov/cder/foi/label/2002/17377s58lbl.pdf	17377s58lbl
Helidac Therapy	bismuth subsalicylate/metronidazole/tetracycline hydrochloride	combination		http://www.fda.gov/medwatch/SAFETY/2004/sep_PI/Helidac_PI.pdf	2004_-_sep_PI_-_Helidac_PI
Hespan	6% hydroxyethel starch in 0.9% sodium chloride injection	not found		http://www.fda.gov/cder/foi/label/2003/BN890105s15lbl.pdf	BN890105s15lbl
Evamist	estradiol transdermal spray		450	http://www.fda.gov/medwatch/SAFETY/2008/Apr_PI/Evamist_PI.pdf	2008_-_Apr_PI_-_Evamist_PI
Miostat	carbachol intraocular solution, USP	combination		http://www.fda.gov/medwatch/SAFETY/2004/nov_PI/Miostat_PI.pdf	2004_-_nov_PI_-_Miostat_PI
AquaLase	balanced salt solution	not found		http://www.fda.gov/cder/foi/label/2003/20742slr003_aqualase_lbl.pdf	20742slr003_aqualase_lbl
Lamisil	terbinafine hydrochloride solution		5402	http://www.fda.gov/cder/foi/label/2003/20749slr004_lamisil_lbl.pdf	20749slr004_lamisil_lbl
Lumigan	bimatoprost ophthalmic solution		5311027	http://www.fda.gov/cder/foi/label/2003/21275scp010,slr012_lumigan_lbl.pdf	21275scp010,slr012_lumigan_lbl
Lumigan	bimatoprost ophthalmic solution		5311027	http://www.fda.gov/cder/foi/label/2002/21275s6lbl.pdf	21275s6lbl
Travatan	travoprost ophthalmic solution		5282226	http://www.fda.gov/medwatch/SAFETY/2003/03Jan_labels/Travatan_PI.pdf	2003_-_03Jan_labels_-_Travatan_PI
Travatan	travoprost ophthalmic solution		5282226	http://www.fda.gov/cder/foi/label/2003/21257se8-006,21257slr008,009_travatan_lbl.pdf	21257se8-006,21257slr008,009_travatan_lbl
Travatan	travoprost ophthalmic solution		5282226	http://www.fda.gov/cder/foi/label/2003/21257scp010travatan_lbl.pdf	21257scp010travatan_lbl
Quixin	levofloxacin ophthalmic solution		4583	http://www.fda.gov/cder/foi/label/2002/21199s2lbl.pdf	21199s2lbl
Quixin	levofloxacin ophthalmic solution		4583	http://www.fda.gov/cder/foi/label/2002/21199s003lbl.pdf	21199s003lbl
Iopidine	apraclonidine ophthalmic solution		2216	http://www.fda.gov/cder/foi/label/2002/19779S14lbl.pdf	19779S14lbl
Coumadin Tablets	warfarin sodium tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2006/Oct_PIs/Coumadin_PI.pdf	2006_-_Oct_PIs_-_Coumadin_PI
Coumadin Tablets	warfarin sodium tablets, USP	combination		http://www.fda.gov/medwatch/SAFETY/2005/Sep_PI/Coumadin_PI.pdf	2005_-_Sep_PI_-_Coumadin_PI
Celestone Soluspan	betamethasone sodium phosphate and betamethasone acetate Injectable Suspension, USP	combination		http://www.fda.gov/medwatch/SAFETY/2008/Jun_PI/CelestoneSoluspan_PI.pdf	2008_-_Jun_PI_-_CelestoneSoluspan_PI
Brevital Sodium	 methohexital sodium for injection		9034	http://www.fda.gov/medwatch/SAFETY/2004/may_PI/Brevital_PI.pdf	2004_-_may_PI_-_Brevital_PI
Depakote ER	divalproex sodium extended-release tablets		3121	http://www.fda.gov/medwatch/SAFETY/2006/Jan_PI/DepakoteER_PI.pdf	2006_-_Jan_PI_-_DepakoteER_PI
Elmiron	pentosan polysulfate sodium	not found		http://www.fda.gov/medwatch/SAFETY/2004/aug_PI/Elmiron_PI.pdf	2004_-_aug_PI_-_Elmiron_PI
Unasyn	ampicillin sodium/sulbactam sodium	combination		http://www.fda.gov/medwatch/SAFETY/2008/Apr_PI/Unasyn_PI.pdf	2008_-_Apr_PI_-_Unasyn_PI
Unasyn	ampicillin sodium/sulbactam sodium	combination		http://www.fda.gov/medwatch/SAFETY/2004/aug_PI/Unasyn_PI.pdf	2004_-_aug_PI_-_Unasyn_PI
Zosyn	piperacillin sodium/tazobactam sodium	combination		http://www.fda.gov/medwatch/SAFETY/2003/03APR_PI/Zosyn_PI.pdf	2003_-_03APR_PI_-_Zosyn_PI
Protonix I.V.	pantoprazole sodium		4679	http://www.fda.gov/medwatch/SAFETY/2004/nov_PI/Protonix_IV_PI.pdf	2004_-_nov_PI_-_Protonix_IV_PI
Protonix I.V.	 pantoprazole sodium		4679	http://www.fda.gov/medwatch/SAFETY/2004/may_PI/Protonix_IV_PI.pdf	2004_-_may_PI_-_Protonix_IV_PI
Protonix I.V.	pantoprazole sodium		4679	http://www.fda.gov/medwatch/SAFETY/2004/mar_PI/Protonix_IV_PI.pdf	2004_-_mar_PI_-_Protonix_IV_PI
Protonix I.V.	pantoprazole sodium		4679	http://www.fda.gov/medwatch/SAFETY/2004/jan_PI/Protonix_IV_PI.pdf	2004_-_jan_PI_-_Protonix_IV_PI
Protonix I.V.	pantoprazole sodium		4679	http://www.fda.gov/medwatch/SAFETY/2004/dec_PI/Protonix_PI.pdf	2004_-_dec_PI_-_Protonix_PI
